mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
99.329190158844,1.5966593593160505,2.2384262561798094,0.7774581947837104,700,12,4,log2,,"{'n_estimators': 700, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None}",0.9879136450779361,0.9863515312916112,0.9869891576313594,0.9892616332306667,0.9884099057783707,0.9877851746019888,0.001027200072726977,9,0.9941302138427395,0.9945239576851276,0.9943791093688424,0.9940884860301591,0.9942951975936106,0.9942833929040958,0.00016039009977974924
47.42501335144043,16.739978356801235,1.9883705615997314,0.6220070299600511,300,20,12,log2,20,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 12, 'max_features': 'log2', 'max_depth': 20}",0.9871688051991335,0.9857748939356127,0.9866688885185803,0.9878636741479634,0.9875905721662364,0.9870133667935053,0.0007393010265015729,17,0.9904449337376927,0.9907997757055929,0.9908409312758313,0.9903428796909721,0.9904678836209582,0.9905792808062094,0.0002017042011926503
348.14194293022155,7.640473117032323,3.829160451889038,0.26050245989213955,700,4,4,0.5,16,"{'n_estimators': 700, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 16}",0.9884214910453978,0.9867709460021632,0.9883313885647608,0.9893546240851631,0.9896735509660226,0.9885104001327015,0.0010130433931943834,3,0.9950463241237797,0.9951708843706605,0.9952954342915172,0.9949640436864029,0.9951286250285027,0.9951210623001726,0.00011241500345922156
277.3004271030426,19.36633767804397,4.457371520996094,0.7190884210134878,700,8,8,0.35,,"{'n_estimators': 700, 'min_samples_split': 8, 'min_samples_leaf': 8, 'max_features': 0.35, 'max_depth': None}",0.9880982105701207,0.9865179760319573,0.9873396635015825,0.9887808526551982,0.9891738840772818,0.9879821173672282,0.000962103986306069,8,0.9925332890861576,0.9929887155658812,0.9927815805849409,0.9925323597743113,0.9923664122137404,0.9926404714450063,0.0002188471661812833
331.1735363006592,4.073519045408355,3.720037841796875,0.11617963142286519,700,20,2,0.5,,"{'n_estimators': 700, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 0.5, 'max_depth': None}",0.9885956880046616,0.9866910663783064,0.9883352774537577,0.9896032604175331,0.9895122357249875,0.9885475055958493,0.0010525256636131483,2,0.9943809741027183,0.994504469007279,0.9946291188851792,0.994213659082896,0.9942349964746381,0.9943926435105421,0.00015839806367395028
60.49822525978088,8.529049406379787,3.9449138164520265,0.8950777601815472,300,20,4,log2,16,"{'n_estimators': 300, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 16}",0.9874916611074049,0.9859389300274565,0.9872489374114509,0.9887696531070627,0.9884118382659441,0.9875722039838639,0.000991709874788043,13,0.9923806755662591,0.9928795333291814,0.9924431157615015,0.9923381989576628,0.9927131557640806,0.9925509358757372,0.00020983914073086999
113.77401146888732,1.8305033756759521,4.417575931549072,0.555760854723344,700,20,4,sqrt,16,"{'n_estimators': 700, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 16}",0.9879979996666111,0.9865978523266461,0.9876646107684615,0.9895139813581891,0.988239219284344,0.9880027326808503,0.0009410458136648351,7,0.9927761863245734,0.9931088878741334,0.9929434228550081,0.9927140633108459,0.9928810111869825,0.9928847143103086,0.00013756037246706476
149.5298207759857,4.562036103319014,2.3779415130615233,0.8518375264390642,500,20,12,0.35,16,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 12, 'max_features': 0.35, 'max_depth': 16}",0.9871880199667221,0.9861099559178241,0.9875104079933389,0.9882841711674283,0.9885899891729825,0.9875365088436592,0.0008747569670028059,14,0.9912191476553256,0.9914075795940392,0.9913032649079474,0.9909072036537264,0.9911610922068221,0.9911996576035722,0.0001681442787393679
104.18575234413147,3.397314547467874,2.8739830493927,0.3990057719929185,700,4,12,log2,12,"{'n_estimators': 700, 'min_samples_split': 4, 'min_samples_leaf': 12, 'max_features': 'log2', 'max_depth': 12}",0.9867488957413117,0.9853577371048253,0.9860798532966575,0.9879377755594376,0.9871623874624875,0.9866573298329439,0.0008860506974402234,18,0.9894815615515736,0.9897931607940963,0.9895008212228944,0.9893336105624285,0.9892933618843683,0.9894805032030722,0.00017593637048520023
227.7733470916748,4.2375488946481354,1.640470314025879,0.7969954902483734,700,4,4,0.35,,"{'n_estimators': 700, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 0.35, 'max_depth': None}",0.9882509790850762,0.9866822040952222,0.9881607470401867,0.9894333971212247,0.9889175902008166,0.9882889835085054,0.0009278424329112446,4,0.9952944590700856,0.9953363042802363,0.995482052557407,0.9951508620689655,0.9952950442514561,0.9953117444456302,0.00010589509736271128
65.57852373123168,8.960902741452484,2.107224225997925,0.859462799543718,300,4,2,sqrt,24,"{'n_estimators': 300, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 24}",0.9885614093679552,0.9880743891251772,0.9872276483846731,0.9894122551062943,0.9879759519038076,0.9882503307775815,0.0007209655391532219,5,0.9984680992009274,0.9986337666639066,0.9984473656971328,0.9985506646237939,0.9985302337135404,0.9985260259798603,6.599359755716975e-05
65.14253916740418,9.665165330668993,2.735539770126343,0.7698497171004334,500,12,4,log2,12,"{'n_estimators': 500, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 12}",0.9870671672924489,0.986511240632806,0.9866555462885738,0.9884253476559247,0.9878231859883236,0.9872964975716154,0.0007254988056865848,15,0.9909569049747416,0.9915610060278528,0.9909538960633851,0.9907097578717655,0.9913936470979544,0.99111504240714,0.00031360333894519626
